article_title,question_id,question,answer_text,answer_start_offset,sentence_text
Richard_Feynman,572e8b9edfa6aa1500f8d103,Why did publisher change the cover picture on Feynman's book?,connections to drugs and rock and roll,543,"Concerned over the connections to drugs and rock and roll that could be made from the image, the publishers changed the cover to plain red, though they included a picture of him playing drums in the foreword."
Rajasthan,572a9ea0be1ee31400cb80cb,Which mountain range goes through Rajasthan?,the Aravalli Range,61,"The geographic features of Rajasthan are the Thar Desert and the Aravalli Range, which runs through the state from southwest to northeast, almost from one end to the other, for more than 850 kilometres (530 mi)."
Yale_University,5726df7c5951b619008f80e6,How many forests does Yale own?,seven,488,"Yale also owns seven forests in Connecticut, Vermont, and New Hampshire—the largest of which is the 7,840-acre (31.7 km2) Yale-Myers Forest in Connecticut's Quiet Corner—and nature preserves including Horse Island."
Gramophone_record,57279e2cff5b5019007d9125,When did the vinyl LP records Era begin?,1949,375,"When the 12-inch vinyl LP era began in 1949, the single record often had the same or similar number of tunes as a typical album of 78s, and was still often referred to as an ""album""."
MP3,5706534d75f01819005e7b51,Legal threats and confusion made it difficult to ensure what about patents regarding MP3 products?,which patents must be licensed,219,"As a result, uncertainty about which patents must be licensed in order to create MP3 products without committing patent infringement in countries that allow software patents was a common feature of the early stages of adoption of the technology."
States_of_Germany,572600c038643c19005acf53,What year was the Federal Republic of Germany created?,1949,51,"The creation of the Federal Republic of Germany in 1949 was through the unification of the western states (which were previously under American, British, and French administration) created in the aftermath of World War II."
Queen_Victoria,5723ec9f0dadf01500fa1fa9,What company ruled much of India before the end of the Indian Rebellion?,British East India Company,40,"After the Indian Rebellion of 1857, the British East India Company, which had ruled much of India, was dissolved, and Britain's possessions and protectorates on the Indian subcontinent were formally incorporated into the British Empire."
Queen_Victoria,5724052a0ba9f01400d97b23,What year was Queen Victorias first pregnancy?,1840,37,"During Victoria's first pregnancy in 1840, in the first few months of the marriage, 18-year-old Edward Oxford attempted to assassinate her while she was riding in a carriage with Prince Albert on her way to visit her mother."
Windows_8,57303ce2947a6a140053d2fc,Why was the ability to play DVD-Video taken off of Windows Media Player?,the cost of licensing the necessary decoders,175,Support for playing DVD-Video was removed from Windows Media Player due to the cost of licensing the necessary decoders (especially for devices which do not include optical disc drives at all) and the prevalence of online streaming services.
Financial_crisis_of_2007%E2%80%9308,573349f34776f41900660800,What term refers to the ongoing development of financial products?,financial innovation,9,"The term financial innovation refers to the ongoing development of financial products designed to achieve particular client objectives, such as offsetting a particular risk exposure (such as the default of a borrower) or to assist with obtaining financing."
Muammar_Gaddafi,572ec21cdfa6aa1500f8d34f,How did Gaddafi view the elite?,Gaddafi believed this elite were opposed to the will of the Libyan people and had to be expunged.,241,They purged monarchists and members of Idris' Senussi clan from Libya's political world and armed forces; Gaddafi believed this elite were opposed to the will of the Libyan people and had to be expunged.
Queen_Victoria,5723ec9f0dadf01500fa1fa8,What company was dissolved after the Indian Rebellion?,British East India Company,40,"After the Indian Rebellion of 1857, the British East India Company, which had ruled much of India, was dissolved, and Britain's possessions and protectorates on the Indian subcontinent were formally incorporated into the British Empire."
Computer,56fdf63d19033b140034ce0e,Instructions that change the program counter are called what?,"""jumps""",324,"Instructions that modify the program counter are often known as ""jumps"" and allow for loops (instructions that are repeated by the computer) and often conditional instruction execution (both examples of control flow)."
New_Delhi,5705e3dd75f01819005e76fd,Who is responsible for designing large parts of New Delhi?,Edwin Lutyens,527,"Large parts of New Delhi were planned by Edwin Lutyens (Sir Edwin from 1918), who first visited Delhi in 1912, and Herbert Baker (Sir Herbert from 1926), both leading 20th-century British architects."
Detroit,5728cdc64b864d1900164e72,What is the name of the art museum in Detroit?,Detroit Institute of Arts,188,"These museums include the Detroit Institute of Arts, the Detroit Historical Museum, Charles H. Wright Museum of African American History, the Detroit Science Center, as well as the main branch of the Detroit Public Library."
Tuvalu,5730ea7df6cb411900e24550,How many nurses does Princess Margaret have on staff?,13,412,"Allied health staff include two radiographers, two pharmacists, three laboratory technicians, two dieticians and 13 nurses with specialised training in fields including surgical nursing, anaesthesia nursing/ICU, paediatric nursing and midwifery."
IPod,56cc655c6d243a140015ef93,Name four sound profiles that would result in bass distortion on pre-2007 iPods.,"R&B, Rock, Acoustic, and Bass Booster",190,"This would happen for EQ settings like R&B, Rock, Acoustic, and Bass Booster, because the equalizer amplified the digital audio level beyond the software's limit, causing distortion (clipping) on bass instruments."
Gramophone_record,57280150ff5b5019007d9ac6,Are records generally out of print as of date?,Vinyl records continue to be manufactured and sold today,102,"Vinyl records continue to be manufactured and sold today, especially by independent rock bands and labels, although record sales are considered to be a niche market composed of audiophiles, collectors, and DJs."
Party_leaders_of_the_United_States_House_of_Representatives,5732454e0fdd8d15006c68b3,What speaking obligations does minority leader have?,floor speeches and close debate on major issues before the House; they deliver addresses in diverse forums across the country,347,Minority leaders also make floor speeches and close debate on major issues before the House; they deliver addresses in diverse forums across the country; and they write books or articles that highlight minority party goals and achievements.
British_Empire,572688f65951b619008f7612,When did Britain finish paying back the US loan?,2006,562,"Britain was left essentially bankrupt, with insolvency only averted in 1946 after the negotiation of a $US 4.33 billion loan (US$56 billion in 2012) from the United States, the last instalment of which was repaid in 2006."
Cyprus,572eac3fc246551400ce44ba,Who is a modern Greek Cypriot writer and poet?,Kostas Montis,66,"Modern Greek Cypriot literary figures include the poet and writer Kostas Montis, poet Kyriakos Charalambides, poet Michalis Pasiardis, writer Nicos Nicolaides, Stylianos Atteshlis, Altheides, Loukis Akritas and Demetris Th."
Late_Middle_Ages,5727367d708984140094dafe,"How many other cities had populations larger than 40,000 by 1500?",Twenty-two,343,"Twenty-two other cities were larger than 40,000; most of these were in Italy and the Iberian peninsula, but there were also some in France, the Empire, the Low Countries, plus London in England."
Bird_migration,5706791075f01819005e7bb0,How long did one Arctic tern take to migrate?,three months,628,"One Arctic tern, ringed (banded) as a chick on the Farne Islands off the British east coast, reached Melbourne, Australia in just three months from fledging, a sea journey of over 22,000 km (14,000 mi)."
Cork_(city),5727cbac4b864d1900163d3a,Cork is home to which internationally famous brewery?,Heineken,29,The city is also home to the Heineken Brewery that brews Murphy's Irish Stout and the nearby Beamish and Crawford brewery (taken over by Heineken in 2008) which have been in the city for generations.
Paper,56e7601000c9c71400d77045,"In the US, the weight of what is used to classify paper for sale?",a ream,110,"In the United States, the weight assigned to a paper is the weight of a ream, 500 sheets, of varying ""basic sizes"", before the paper is cut into the size it is sold to end customers."
Web_browser,56e0cdc37aa994140058e721,What was bundled for free with the Windows OS?,Internet Explorer,0,"Internet Explorer, on the other hand, was bundled free with the Windows operating system (and was also downloadable free), and therefore it was funded partly by the sales of Windows to computer manufacturers and direct to users."
British_Isles,57302a1204bcaa1900d7729b,What mainland was the British Isles once connected to?,European mainland,82,"At the end of the last ice age, what are now the British Isles were joined to the European mainland as a mass of land extending north west from the modern-day northern coastline of France, Belgium and the Netherlands."
Crucifixion_of_Jesus,57277778dd62a815002e9d9d,Which writing detailed Jesus' appearance before ascension?,canonical Gospels,183,"15:4), Jesus was raised from the dead (""on the third day"" counting the day of crucifixion as the first) and according to the canonical Gospels, appeared to his disciples on different occasions before ascending to heaven."
Philadelphia,572aa62bf75d5e190021fbf8,What is the hispanic make-up of the population?,12.3%,485,"Hispanic or Latino of any race were 187,611 persons (12.3%); 8.0% of Philadelphia is Puerto Rican, 1.0% Dominican, 1.0% Mexican, 0.3% Cuban, and 0.3% Colombian."
Neptune,572ea93ec246551400ce448d,Why didn't Neptune appear to be in it's exact discover position? ,Earth was in a different location,176,"On 11 July 2011, Neptune completed its first full barycentric orbit since its discovery in 1846, although it did not appear at its exact discovery position in the sky, because Earth was in a different location in its 365.26-day orbit."
The_Bronx,57326c89e99e3014001e67a0,When was 'The Warriors' movie released?,1979,244,"In the 1979 film The Warriors, the eponymous gang go to a meeting in Van Cortlandt Park in the Bronx, and have to fight their way out of the borough and get back to Coney Island in Brooklyn."
Queen_(band),5726c029f1498d1400e8ea35,Which artist provided vocals for the Queen song found on the soundtrack to A Knight's Tale?,Robbie Williams,638,"Several of the guest singers recorded new versions of Queen's hits under the Queen + name, such as Robbie Williams providing vocals for ""We Are the Champions"" for the soundtrack of A Knight's Tale (2001)."
Database,572f692804bcaa1900d768f5,Who proposed using a table to store data?,Codd,183,"Instead of records being stored in some sort of linked list of free-form records as in CODASYL, Codd's idea was to use a ""table"" of fixed-length records, with each table used for a different type of entity."
2008_Sichuan_earthquake,56cdcb2c62d2951400fa6830,Which far away cities in other countries could feel the earthquake?,Beijing and Shanghai,407,"The earthquake was also felt in nearby countries and as far away as both Beijing and Shanghai—1,500 km (930 mi) and 1,700 km (1,060 mi) away—where office buildings swayed with the tremor."
Kanye_West,56d129e517492d1400aabb02,What artist's acceptance speech did Kanye interrupt by walking on stage at the 57th Grammys?,Beck,79,"On February 8, 2015, at the 57th Annual Grammy Awards, West walked on stage as Beck was accepting his award for Album of the Year and then walked off stage, making everyone think he was joking around."
Melbourne,570e815b0dc6ce19002050e0,Which government in 1992 began a campaign to revive the economy?,Kennett,197,In 1992 the newly elected Kennett government began a campaign to revive the economy with an aggressive development campaign of public works coupled with the promotion of the city as a tourist destination with a focus on major events and sports tourism.
Supreme_court,5727737f708984140094dddd,What are some countries that have a separate supreme court to decide constitutional matters?,"Austria, France, Germany, Luxemburg, Portugal, Spain and South Africa",892,"A number of jurisdictions also maintain a separate constitutional court (first developed in the Czechoslovak Constitution of 1920), such as Austria, France, Germany, Luxemburg, Portugal, Spain and South Africa."
Beyoncé,56bfd351a10cfb1400551311,Which band listed Beyonce as an inspiration on their latest album?,White Rabbits,292,"American indie rock band White Rabbits also cited her an inspiration for their third album Milk Famous (2012), friend Gwyneth Paltrow studied Beyoncé at her live concerts while learning to become a musical performer for the 2010 film Country Strong."
Hyderabad,572f8f33947a6a140053ca6a,What iconic historic structure is in the center of old Hyderabad?,the Charminar,368,"Among these the Charminar has become an icon of the city; located in the centre of old Hyderabad, it is a square structure with sides 20 m (66 ft) long and four grand arches each facing a road."
Switzerland,5727b2b2ff5b5019007d92d2,How many official languages does Switzerland have?,four,16,"Switzerland has four official languages: principally German (63.5% total population share, with foreign residents, in 2013); French (22.5%) in the west; and Italian (8.1%) in the south."
Samoa,5726c5615951b619008f7da7,What did Samoa start growing more of to make up for the lost value of rubber?,bananas,433,"When the value of natural rubber fell drastically, about the end of the Great War (World War I), the New Zealand government encouraged the production of bananas, for which there is a large market in New Zealand."
YouTube,5731a25e0fdd8d15006c640f,What was the original title of youtube red?,Music Key,300,"YouTube Red was originally announced on November 12, 2014, as ""Music Key"", a subscription music streaming service, and was intended to integrate with and replace the existing Google Play Music ""All Access"" service."
Muammar_Gaddafi,57316cb605b4da19006bd131,What town did Gaddafi's family move to after they left Sirte?,Sabha,586,"From Sirte, he and his family moved to the market town of Sabha in Fezzan, south-central Libya, where his father worked as a caretaker for a tribal leader while Muammar attended secondary school, something neither parent had done."
Dissolution_of_the_Soviet_Union,572821923acd2414000df533,Where did the attack occur?,in front of Lviv's Druzhba Stadium,111,"On October 1, 1989, a peaceful demonstration of 10,000 to 15,000 people was violently dispersed by the militia in front of Lviv's Druzhba Stadium, where a concert celebrating the Soviet ""reunification"" of Ukrainian lands was being held."
Kanye_West,56cf657b4df3c31400b0d6ff,What place on the Billboard chart did Kanye's album debut at?,2,69,"The College Dropout was eventually issued by Roc-A-Fella in February 2004, shooting to number two on the Billboard 200 as his debut single, ""Through the Wire"" peaked at number fifteen on the Billboard Hot 100 chart for five weeks."
"New_Haven,_Connecticut",5727dd2d3acd2414000dee53,What downtown New Haven expressway spur intersects at exit 1 of 1-91?,The Oak Street Connector,0,"The Oak Street Connector (Connecticut Route 34) intersects I-91 at exit 1, just south of the I-95/I-91 interchange, and runs northwest for a few blocks as an expressway spur into downtown before emptying onto surface roads."
Dwight_D._Eisenhower,573241140fdd8d15006c688f,In what year did Eisenhower's presidency begin?,1953,196,"Dwight David ""Ike"" Eisenhower (/ˈaɪzənˌhaʊ.ər/ EYE-zən-HOW-ər; October 14, 1890 – March 28, 1969) was an American politician and general who served as the 34th President of the United States from 1953 until 1961."
Hindu_philosophy,5727c3243acd2414000debf9,What type of philosophy does both Kasmir Shaivism and Advaita Vedanta share?,non-dual,59,"Even though, both Kashmir Shaivism and Advaita Vedanta are non-dual philosophies which give primacy to Universal Consciousness (Chit or Brahman), in Kashmir Shavisim, as opposed to Advaita, all things are a manifestation of this Consciousness."
Age_of_Enlightenment,57108592b654c5140001f950,In what year was Immanuel Kant born?,1724,15,"Immanuel Kant (1724–1804) tried to reconcile rationalism and religious belief, individual freedom and political authority, as well as map out a view of the public sphere through private and public reason."
Anti-aircraft_warfare,570d8477fed7b91900d461e1,What term is used to describe the altitude for a gun to shoot shells against a target that is moving?,"""effective ceiling""",20,"The British adopted ""effective ceiling"", meaning the altitude at which a gun could deliver a series of shells against a moving target; this could be constrained by maximum fuse running time as well as the gun's capability."
Dwight_D._Eisenhower,573241140fdd8d15006c688e,What was the middle name of Dwight Eisenhower?,David,7,"Dwight David ""Ike"" Eisenhower (/ˈaɪzənˌhaʊ.ər/ EYE-zən-HOW-ər; October 14, 1890 – March 28, 1969) was an American politician and general who served as the 34th President of the United States from 1953 until 1961."
Central_African_Republic,572811614b864d1900164396,When was a second democratic election held?,in 1993,51,"When a second round of elections were finally held in 1993, again with the help of the international community coordinated by GIBAFOR, Ange-Félix Patassé won in the second round of voting with 53% of the vote while Goumba won 45.6%."
Estonia,572846033acd2414000df845,Where was Tharapita born in his legend story?,on a forested mountain in Virumaa,144,"According to the legend in the chronicle Tharapita was born on a forested mountain in Virumaa (Latin: Vironia), mainland Estonia from where he flew to Oesel, Saaremaa The name Taarapita has been interpreted as ""Taara, help!"""
John_von_Neumann,5728359e2ca10214002da0d2,What did von Neumann consider for his model of expanding economy?,matrix pencil  A − λB with nonnegative matrices A and B,331,Von Neumann's model of an expanding economy considered the matrix pencil  A − λB with nonnegative matrices A and B; von Neumann sought probability vectors p and q and a positive number λ that would solve the complementarity equation
Database,572fafeca23a5019007fc89d,What type of view does the conceptual view offer?,common,109,"On one hand it provides a common view of the database, independent of different external view structures, and on the other hand it abstracts away details of how the data are stored or managed (internal level)."
Dog,56d9b546dc89441400fdb714,"When these feral dogs are approached by a person, they tend to do this 11% of the time?",respond with aggression,378,"These live their lives as scavengers and have never been owned by humans, with one study showing their most common response when approached by strangers was to run away (52%) or respond with aggression (11%)."
Capital_punishment_in_the_United_States,570ffb75b654c5140001f712,In what year was Hill v. McDonough decided?,2006,255,"In the 2006 Hill v. McDonough case, however, the United States Supreme Court approved the use of Section 1983 as a vehicle for challenging a state's method of execution as cruel and unusual punishment in violation of the Eighth Amendment."
Communications_in_Somalia,56e1c6d5cd28a01900c67b6c,"In 2006, who reported that there were over half a million internet users within the territory?",STA,42,"The Somali Telecommunication Association (STA), a watchdog organization that oversees the policy development and regulatory framework of Somalia's ICT sector, reported in 2006 that there were over half a million users of internet services within the territory."
Middle_Ages,56fb353df34c681400b0c21d,In what century did the Ostrogoths arrive in Italy?,5th,171,"The Ostrogoths settled in Italy in the late 5th century under Theoderic (d. 526) and set up a kingdom marked by its co-operation between the Italians and the Ostrogoths, at least until the last years of Theodoric's reign."
Estonian_language,56e43a6e8c00841900fbaf42,From what other Germanic language does Estonian derive its vocabulary?,High German,351,"This is primarily because the Estonian language has borrowed nearly one third of its vocabulary from Germanic languages, mainly from Low Saxon (Middle Low German) during the period of German rule, and High German (including standard German)."
Brain,56f8c6939e9bad19000a048f,Which group of animals does the forebrain grow the largest?,mammals,577,"In many classes of vertebrates, such as fish and amphibians, the three parts remain similar in size in the adult, but in mammals the forebrain becomes much larger than the other parts, and the midbrain becomes very small."
Materialism,56dee1f3c65bf219000b3dbf,"Who wrote ""The Essence of Christianity""?",Ludwig Feuerbach,50,"The German materialist and atheist anthropologist Ludwig Feuerbach would signal a new turn in materialism through his book, The Essence of Christianity (1841), which provided a humanist account of religion as the outward projection of man's inward nature."
Northwestern_University,572803c8ff5b5019007d9afd,What is the name of the Residential College that houses students with an interest in science and engineering?,Slivka,374,"Among the residential colleges are the Residential College of Cultural and Community Studies (CCS), Ayers College of Commerce and Industry, Jones Residential College (Arts), and Slivka Residential College (Science and Engineering)."
Eritrea,570e28710dc6ce1900204e07,How many rounds is coffee served in during a coffee ceremony?,three,370,"The coffee is served in three rounds: the first brew or round is called awel in Tigrinya meaning first, the second round is called kalaay meaning second, and the third round is called bereka meaning ""to be blessed""."
Plymouth,56df65778bc80c19004e4bc9,How many state grammar schools are based in Plymouth?,three,104,"Plymouth also has 71 state primary phase schools, 13 state secondary schools, eight special schools and three selective state grammar schools, Devonport High School for Girls, Devonport High School for Boys and Plymouth High School for Girls."
On_the_Origin_of_Species,5727b9d23acd2414000deaab,"What conclusion did Darwin come to after realizing that some diverse species were able to create variations easily, while other species thought to be closely related had difficulty?","support the view, that there is no fundamental distinction between species and varieties",698,"Darwin concluded: ""Finally, then, the facts briefly given in this chapter do not seem to me opposed to, but even rather to support the view, that there is no fundamental distinction between species and varieties."""
Palermo,57296106af94a219006aa35b,How long did Muslim control of Palermo last?,120 years,167,"Muslim rule on the island lasted for about 120 years and was marked by cruelty and brutality against the native population, which was reduced into near slavery[clarification needed] and Christian churches across the island were all completely destroyed."
"John,_King_of_England",570c4ce1b3d812140066d09b,Who returned to Brittany?,Geoffrey,753,"Henry the Young King was allowed to travel widely in Europe with his own household of knights, Richard was given Aquitaine back, and Geoffrey was allowed to return to Brittany; only Eleanor was imprisoned for her role in the revolt."
New_Delhi,5706ab2e52bb891400689b40,What major tennis stadium is located in New Delhi?,R.K. Khanna Tennis Complex,146,"Major sporting venues in New Delhi include the Jawaharlal Nehru Stadium, Ambedkar Stadium, Indira Gandhi Indoor Stadium, Feroz Shah Kotla Ground, R.K. Khanna Tennis Complex, Dhyan Chand National Stadium and Siri Fort Sports Complex."
New_York_City,56cfee38234ae51400d9c0ee,The second most prominent religion in New York is what?,Judaism,132,"Christianity (59%), particularly Catholicism (33%), was the most prevalently practiced religion in New York as of 2014, followed by Judaism, with approximately 1.1 million Jews in New York City, over half living in Brooklyn."
Flowering_plant,572ef96cdfa6aa1500f8d511,"What is the Greek word for ""case"" or ""casing""?",angeion,543,"The term ""angiosperm"" comes from the Greek composite word (angeion-, ""case"" or ""casing"", and sperma, ""seed"") meaning ""enclosed seeds"", after the enclosed condition of the seeds."
War_on_Terror,57284ec24b864d1900164921,What is the likely fate of the 'war on terror'?,it is unlikely international terrorism can be brought to an end by military means,589,"It is argued that the term war is not appropriate in this context (as in War on Drugs), since there is no identifiable enemy, and that it is unlikely international terrorism can be brought to an end by military means."
Chinese_characters,5726d6b4708984140094d2ef,What existed as early as the Shang dynasty?,oracle-bone script,394,"As early as the Shang dynasty, oracle-bone script coexisted as a simplified form alongside the normal script of bamboo books (preserved in typical bronze inscriptions), as well as the extra-elaborate pictorial forms (often clan emblems) found on many bronzes."
High-definition_television,56fac8e58f12f319006301a9,Roku and AppleTV are examples of what?,IPTV,104,"High-definition image sources include terrestrial broadcast, direct broadcast satellite, digital cable, IPTV (including GoogleTV Roku boxes and AppleTV or built into ""Smart Televisions""), Blu-ray video disc (BD), and internet downloads."
Apollo,5728d5a4ff5b5019007da7ca,Who is the Cretan seer that purified Athen after the pollution brought by the Alcmeonidae?,Epimenides,73,"He writes that the Cretan seer Epimenides purified Athens after the pollution brought by the Alcmeonidae, and that the seer's expertise in sacrifices and reform of funeral practices were of great help to Solon in his reform of the Athenian state."
Gramophone_record,5727be4c3acd2414000deb34,What was a benefit of EPs over LPs?,EP discs were cheaper,220,"EP discs were cheaper to produce, and were used in cases where unit sales were likely to be more limited or to reissue LP albums on the smaller format for those people who had only 45 rpm players."
Eton_College,572785035951b619008f8c29,How does London Academy of Excellence vary in cost from Eton College?,free of charge,382,"Eton now co-sponsors a state sixth-form college in Newham, a deprived area of East London, called the London Academy of Excellence, opened in 2012, which is free of charge and aims to get all its students into higher education."
Germans,5729600e6aef051400154db4,Which empire was a multi ethnic state?,The Austrian Empire,185,"The Austrian Empire – like the Holy Roman Empire – was a multi-ethnic state, but German-speaking people there did not have an absolute numerical majority; the creation of the Austro-Hungarian Empire was one result of the growing nationalism of other ethnicities especially the Hungarians."
Separation_of_powers_under_the_United_States_Constitution,56de4176cffd8e1900b4b71b,Who's judicial power does congress have the right to limit?,the Supreme Court,238,"The only constitutional limit on Congress' power to set the jurisdiction of the judiciary relates to the Supreme Court; the Supreme Court may exercise only appellate jurisdiction except in cases involving states and cases affecting foreign ambassadors, ministers or consuls."
Buckingham_Palace,57261391271a42140099d437,What is considered the public face of the palace?,The large East Front,211,"The large East Front, facing The Mall, is today the ""public face"" of Buckingham Palace, and contains the balcony from which the royal family acknowledge the crowds on momentous occasions and after the annual Trooping the Colour."
Mary_(mother_of_Jesus),570c4cf5fed7b91900d4586d,Who was the mother of Jesus?,Mary,89,"Some titles have a Biblical basis, for instance the title Queen Mother has been given to Mary since she was the mother of Jesus, who was sometimes referred to as the ""King of Kings"" due to his lineage of King David."
Financial_crisis_of_2007%E2%80%9308,5733582fd058e614000b5885,What is the firm who reported that the traditional banking system does not have capital to close the gap as of June 2009?,Brookings Institution,263,"According to the Brookings Institution, the traditional banking system does not have the capital to close this gap as of June 2009: ""It would take a number of years of strong profits to generate sufficient capital to support that additional lending volume."""
"New_Haven,_Connecticut",5727e83f3acd2414000def80,How many PureCell Model 400 fuel cells can be found in New Haven?,three,91,"There are three PureCell Model 400 fuel cells placed in the city of New Haven—one at the New Haven Public Schools and newly constructed Roberto Clemente School, one at the mixed-use 360 State Street building, and one at City Hall."
"Tucson,_Arizona",57340aabd058e614000b6859,When was Brazelton killed?,"August 19, 1878",426,"Brazelton was eventually tracked down and killed on Monday August 19, 1878, in a mesquite bosque along the Santa Cruz River 3 miles (5 km) south of Tucson by Pima County Sheriff Charles A. Shibell and his citizen's posse."
Samurai,5728ec9d2ca10214002daaa0,When was the Genpei war?,late 12th century,28,"After the Genpei war of the late 12th century, a clan leader Minamoto no Yoritomo obtained the right to appoint shugo and jito, and was allowed to organize soldiers and police, and to collect a certain amount of tax."
Ottoman_Empire,572a3c5c3f37b31900478804,What was the main responsibility of the Ottoman state as it relates to lands?,to defend and extend the land of the Muslims,726,"According to Ottoman understanding, the state's primary responsibility was to defend and extend the land of the Muslims and to ensure security and harmony within its borders within the overarching context of orthodox Islamic practice and dynastic sovereignty."
Montevideo,5725e50889a1e219009ac066,What was the British Schools of Montevideo original purpose?,to give Uruguayan children a complete education,177,"[citation needed] Its original purpose was to give Uruguayan children a complete education, on par with the best schools of the United Kingdom and to establish strong bonds between the British and Uruguayan children living in the country."
Muslim_world,572fff4404bcaa1900d76fe9,Who was the inventor of water turbines?,Muslim engineers,829,"Muslim engineers also invented crankshafts and water turbines, employed gears in mills and water-raising machines, and pioneered the use of dams as a source of water power, used to provide additional power to watermills and water-raising machines."
Arsenal_F.C.,5725cd01ec44d21400f3d5c7,When did Arsenal move to Arsenal Stadium in Highbury?,1913,732,"Norris sought to move the club elsewhere, and in 1913, soon after relegation back to the Second Division, Arsenal moved to the new Arsenal Stadium in Highbury, north London; they dropped ""Woolwich"" from their name the following year."
Mexico_City,5726427cec44d21400f3dd02,Where was the city first built?,on an island of Lake Texcoco,176,"The city was originally built on an island of Lake Texcoco by the Aztecs in 1325 as Tenochtitlan, which was almost completely destroyed in the 1521 siege of Tenochtitlan, and subsequently redesigned and rebuilt in accordance with the Spanish urban standards."
Great_power,573106b7497a881900248b08,What country lost Franco-Prussian war?,France,177,"Of the five original great powers recognised at the Congress of Vienna, only France and the United Kingdom have maintained that status continuously to the present day, although France was defeated in the Franco-Prussian War and occupied during World War II."
Pacific_War,57321329e17f3d140042266d,"Who commanded the Imperial Japanese 11th Army on November, 1943?",Isamu Yokoyama,1162,"On 2 November 1943, Isamu Yokoyama, commander of the Imperial Japanese 11th Army, deployed the 39th, 58th, 13th, 3rd, 116th and 68th divisions, a grand total of around 100,000 troops, to attack Changde of China."
Napoleon,57266bb4f1498d1400e8df33,About how much money did Napoleon's army take from Italy during the conflict there?,$45 million,326,"All told, Napoleon's forces extracted an estimated $45 million in funds from Italy during their campaign there, another $12 million in precious metals and jewels; atop that, his forces confiscated more than three-hundred priceless paintings and sculptures."
Samurai,5728fdf9af94a219006a9ee7,Some feudal lords shifted loyalties from Toyotomi to whom?,Tokugawa,497,"These loyalties to the higher lords often shifted; for example, the high lords allied under Toyotomi Hideyoshi (豊臣秀吉) were served by loyal samurai, but the feudal lords under them could shift their support to Tokugawa, taking their samurai with them."
Great_power,5730ddeab7151e1900c01591,Whos was the founder of the neorealist theory of international relations?,Kenneth Waltz,335,"Kenneth Waltz, the founder of the neorealist theory of international relations, uses a set of five criteria to determine great power: population and territory; resource endowment; economic capability; political stability and competence; and military strength."
American_Idol,56db1edbe7c41114004b4d94,Why did many of the contestants draw the attention of the media?,professional status,104,"The media focused on the professional status of the season seven contestants, the so-called 'ringers', many of whom, including Kristy Lee Cook, Brooke White, Michael Johns, and in particular Carly Smithson, had prior recording contracts."
Alps,56f88e93a6d7ea1400e1775b,When were the last of the six great north faces of the Alps climbed? ,1938,281,"Edward Whymper reached the top of the Matterhorn in 1865 (after seven attempts), and in 1938 the last of the six great north faces of the Alps was climbed with the first ascent of the Eiger Nordwand (north face of the Eiger)."
Dissolution_of_the_Soviet_Union,57282967ff5b5019007d9e51,Who was fired from First Secretary position by Gorbachev? ,Rafiq Nishonov,324,"On June 23, 1989, Gorbachev removed Rafiq Nishonov as First Secretary of the Communist Party of the Uzbek SSR and replaced him with Karimov, who went on to lead Uzbekistan as a Soviet Republic and subsequently as an independent state."
Karl_Popper,5728ce273acd2414000dfeee,Who produced the contents of World Three?,individual human beings,741,"World Three, he argued, was the product of individual human beings in exactly the same sense that an animal path is the product of individual animals, and that, as such, has an existence and evolution independent of any individual knowing subjects."
United_States_Air_Force,5730ed1ea5e9cc1400cdbaec,How did the USAF try to make these adjustments to help with strength and readiness of its fleet? ,cutting the Air National Guard and Air Force Reserve aircraft fleets,205,"The USAF attempted to make these adjustments by primarily cutting the Air National Guard and Air Force Reserve aircraft fleets and their associated manpower, but Congress reversed this initiative and the majority of the lost manpower will come from the active forces."
Computer,56fdf33b19033b140034cdf3,Who was the developer of the first compier?,Admiral Grace Hopper,0,"Admiral Grace Hopper, an American computer scientist and developer of the first compiler, is credited for having first used the term ""bugs"" in computing after a dead moth was found shorting a relay in the Harvard Mark II computer in September 1947."
Modern_history,572edf43cb0c0d14000f164d,"What are the terms ""Early Modern"" and ""Modern Ages"" used for i other countries?",in the context with their contact with European culture in the Age of Discovery.,463,"In usage in other parts of the world, such as in Asia, and in Muslim countries, the terms are applied in a very different way, but often in the context with their contact with European culture in the Age of Discovery."
Mexico_City,5726cd9edd62a815002e90b7,How many entertainment magazines are published in Mexico City?,dozens,425,"Leading magazines include Expansión, Proceso, Poder, as well as dozens of entertainment publications such as Vanidades, Quién, Chilango, TV Notas, and local editions of Vogue, GQ, and Architectural Digest."
Predation,5726cf01708984140094d1fa,How many hosts do parasites typically have?,one or at most a few in their lifetime,393,"While a grazing species such as an elephant may travel many kilometers in a single day, grazing on many plants in the process, parasites form very close associations with their hosts, usually having only one or at most a few in their lifetime."
Adult_contemporary_music,56e6f651de9d3714000680f7,Of what genre was the musician Keith Sweat?,crossover R&B,89,"In the 1980s, lush jazz-R&B fusion (George Benson, Patti Austin, Al Jarreau) and stylish crossover R&B (Anita Baker and Luther Vandross, New Edition and Keith Sweat) were equally successful within the mainstream."
